Breaker Left,Breaker Right,Go First,Winner,Competition,City,Country,Year,Month,Day,Bracket Size,Bracket Stage,Remaining Contestants,Video Link,Battle Rounds,System,Number Judges,Judge 1,Judge 1 Vote,Judge 2,Judge 2 Vote,Judge 3,Judge 3 Vote,Judge 4,Judge 4 Vote,Judge 5,Judge 5 Vote,Judge 6,Judge 6 Vote,Judge 7,Judge 7 Vote,Tiebreaker J1,Tiebreaker J2,Tiebreaker J3,Tiebreaker J4,Tiebreaker J5,Tiebreaker J6,Tiebreaker J7,R1J1,R1J2,R1J3,R1J4,R1J5,R1J6,R1J7,R2J1,R2J2,R2J3,R2J4,R2J5,R2J6,R2J7,R3J1,R3J2,R3J3,R3J4,R3J5,R3J6,R3J7,R4J1,R4J2,R4J3,R4J4,R4J5,R4J6,R4J7,R5J1,R5J2,R5J3,R5J4,R5J5,R5J6,R5J7
Issei,Victor,Issei,Issei,Red Bull BC One World Finals,Nagoya,Japan,2016,12,3,16,3,4,youtube.com/watch?v=2WevmYJakRU,3,Traditional,5,Kosuke,Issei,Freeze,Issei,Mounir,Issei,Wicket,Issei,Storm,Issei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong 10,Bruce Almighty,Bruce Almighty,Hong 10,Red Bull BC One World Finals,Nagoya,Japan,2016,12,3,16,3,4,youtube.com/watch?v=w7naKYo7xWU,3,Traditional,5,Kosuke,Bruce Almighty,Freeze,Hong 10,Mounir,Hong 10,Wicket,Hong 10,Storm,Hong 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nori,Victor,Nori,Victor,Red Bull BC One World Finals,Nagoya,Japan,2016,12,3,16,2,8,youtube.com/watch?v=GRgm7GJqKKg,3,Traditional,5,Kosuke,Victor,Freeze,Victor,Mounir,Victor,Wicket,Victor,Storm,Victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunni,Issei,Sunni,Issei,Red Bull BC One World Finals,Nagoya,Japan,2016,12,3,16,2,8,youtube.com/watch?v=7N-AloL_DkA,3,Traditional,5,Kosuke,Issei,Freeze,Issei,Mounir,Sunni,Wicket,Issei,Storm,Sunni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruce Almighty,Neguin,Bruce Almighty,Bruce Almighty,Red Bull BC One World Finals,Nagoya,Japan,2016,12,3,16,2,8,youtube.com/watch?v=4t-XMblzfGo,3,Traditional,5,Kosuke,Bruce Almighty,Freeze,Bruce Almighty,Mounir,Bruce Almighty,Wicket,Neguin,Storm,Neguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taisuke,Hong 10,Taisuke,Hong 10,Red Bull BC One World Finals,Nagoya,Japan,2016,12,3,16,2,8,youtube.com/watch?v=au8D7jf8G6k,3,Traditional,5,Kosuke,Hong 10,Freeze,Taisuke,Mounir,Taisuke,Wicket,Hong 10,Storm,Hong 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kleju,Victor,Kleju,Victor,Red Bull BC One World Finals,Nagoya,Japan,2016,12,3,16,1,16,youtube.com/watch?v=Ypzr3kZoxbc,3,Traditional,5,Kosuke,Victor,Freeze,Victor,Mounir,Victor,Wicket,Victor,Storm,Victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuzya,Nori,Nori,Nori,Red Bull BC One World Finals,Nagoya,Japan,2016,12,3,16,1,16,youtube.com/watch?v=fnTVem5Df0o,3,Traditional,5,Kosuke,Nori,Freeze,Kuzya,Mounir,Nori,Wicket,Nori,Storm,Kuzya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soso,Issei,Issei,Issei,Red Bull BC One World Finals,Nagoya,Japan,2016,12,3,16,1,16,youtube.com/watch?v=PaPpkX7XnW8,3,Traditional,5,Kosuke,Issei,Freeze,Issei,Mounir,Issei,Wicket,Issei,Storm,Issei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benstacks,Sunni,Benstacks,Sunni,Red Bull BC One World Finals,Nagoya,Japan,2016,12,3,16,1,16,youtube.com/watch?v=ctV_q6QUXgs,3,Traditional,5,Kosuke,Benstacks,Freeze,Sunni,Mounir,Sunni,Wicket,Sunni,Storm,Sunni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kid Colombia,Neguin,Neguin,Neguin,Red Bull BC One World Finals,Nagoya,Japan,2016,12,3,16,1,16,youtube.com/watch?v=N7PAppAFImo,3,Traditional,5,Kosuke,Kid Colombia,Freeze,Neguin,Mounir,Neguin,Wicket,Neguin,Storm,Neguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheerito,Bruce Almighty,Cheerito,Bruce Almighty,Red Bull BC One World Finals,Nagoya,Japan,2016,12,3,16,1,16,youtube.com/watch?v=ybDy9OSsdqU,3,Traditional,5,Kosuke,Bruce Almighty,Freeze,Bruce Almighty,Mounir,Bruce Almighty,Wicket,Bruce Almighty,Storm,Bruce Almighty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Focus,Hong 10,Focus,Hong 10,Red Bull BC One World Finals,Nagoya,Japan,2016,12,3,16,1,16,youtube.com/watch?v=reKw8Q3a2g4,3,Traditional,5,Kosuke,Hong 10,Freeze,Hong 10,Mounir,Hong 10,Wicket,Hong 10,Storm,Hong 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leony,Taisuke,Taisuke,Taisuke,Red Bull BC One World Finals,Nagoya,Japan,2016,12,3,16,1,16,youtube.com/watch?v=Tbgj-kOhzrw,3,Traditional,5,Kosuke,Taisuke,Freeze,Taisuke,Mounir,Taisuke,Wicket,Taisuke,Storm,Taisuke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nasso,Bruce Almighty,Nasso,Bruce Almighty,Battle of the Year,Essen,Germany,,,,16,4,2,youtube.com/watch?v=woV21kVCs8Q,4,Kozen,5,Renegade,,Hong 10,,Moy,,Aslan,,Lamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taisuke,Nasso,Taisuke,Nasso,Battle of the Year,Essen,Germany,,,,16,3,4,youtube.com/watch?v=MTaZcwzmQkA,2,Kozen,5,Renegade,,Hong 11,,Moy,,Aslan,,Lamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poter,Bruce Almighty,Poter,Bruce Almighty,Battle of the Year,Essen,Germany,,,,16,3,4,youtube.com/watch?v=FC9KKBIlOGs,2,Kozen,5,Renegade,,Hong 12,,Moy,,Aslan,,Lamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pac Pac,Taisuke,Pac Pac,Taisuke,Battle of the Year,Essen,Germany,,,,16,2,8,youtube.com/watch?v=v0ikNtp3CS8,3,Kozen,5,Renegade,,Hong 13,,Moy,,Aslan,,Lamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lil Zoo,Nasso,Nasso,Nasso,Battle of the Year,Essen,Germany,,,,16,2,8,youtube.com/watch?v=qeMoq2VIqlM,3,Kozen,5,Renegade,,Hong 14,,Moy,,Aslan,,Lamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayumi,Poter,Ayumi,Poter,Battle of the Year,Essen,Germany,,,,16,2,8,youtube.com/watch?v=ydbqyieqPvU,2,Kozen,5,Renegade,,Hong 15,,Moy,,Aslan,,Lamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruce Almighty,Fernandinho,Bruce Almighty,Bruce Almighty,Battle of the Year,Essen,Germany,,,,16,2,8,youtube.com/watch?v=0Ke54JHvmdU,2,Kozen,5,Renegade,,Hong 16,,Moy,,Aslan,,Lamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akorn,Pac Pac,Akorn,Pac Pac,Battle of the Year,Essen,Germany,,,,16,1,16,youtube.com/watch?v=2QXnwI_0ik8,2,Kozen,5,Renegade,,Hong 17,,Moy,,Aslan,,Lamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spin (UK),Taisuke,Spin (UK),Taisuke,Battle of the Year,Essen,Germany,,,,16,1,16,youtube.com/watch?v=ZcuPnO9AbKY,2,Kozen,5,Renegade,,Hong 18,,Moy,,Aslan,,Lamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Admiracles,Lil Zoo,Lil Zoo,Lil Zoo,Battle of the Year,Essen,Germany,,,,16,1,16,youtube.com/watch?v=zkEenMHWbpM,2,Kozen,5,Renegade,,Hong 19,,Moy,,Aslan,,Lamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Äleks,Nasso,Äleks,Nasso,Battle of the Year,Essen,Germany,,,,16,1,16,youtube.com/watch?v=CZhngeqgnm4,2,Kozen,5,Renegade,,Hong 20,,Moy,,Aslan,,Lamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoob,Ayumi,Zoob,Ayumi,Battle of the Year,Essen,Germany,,,,16,1,16,youtube.com/watch?v=yXlxuP9aVsg,2,Kozen,5,Renegade,,Hong 21,,Moy,,Aslan,,Lamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poter,Kid Colombia,Kid Colombia,Poter,Battle of the Year,Essen,Germany,,,,16,1,16,youtube.com/watch?v=Jj4d4WHQkFw,2,Kozen,5,Renegade,,Hong 22,,Moy,,Aslan,,Lamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elia,Fernandinho,Elia,Fernandinho,Battle of the Year,Essen,Germany,,,,16,1,16,youtube.com/watch?v=QD5jid1vvTg,3,Kozen,5,Renegade,,Hong 23,,Moy,,Aslan,,Lamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inside,Bruce Almighty,Bruce Almighty,Bruce Almighty,Battle of the Year,Essen,Germany,,,,16,1,16,youtube.com/watch?v=_Y9ZXyoiSE4,2,Kozen,5,Renegade,,Hong 24,,Moy,,Aslan,,Lamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Issei,Thesis,Thesis,Thesis,Silverback Open Championships,Philadelphia,United States,,,,32,5,2,youtube.com/watch?v=7LVzbGGWLi0,3,Kozen,7,Swift Rock,,Physicx,,Dyzee,,Moy,,Wicket,,Renegade,,Ronnie Ruen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Issei,El Nino,Issei,Issei,Silverback Open Championships,Philadelphia,United States,,,,32,4,4,youtube.com/watch?v=9aGBqd6CYTw,2 + tiebreaker,Kozen,7,Swift Rock,,Physicx,,Dyzee,,Moy,,Wicket,,Renegade,,Ronnie Ruen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thesis,Robin,Robin,Thesis,Silverback Open Championships,Philadelphia,United States,,,,32,4,4,youtube.com/watch?v=1R0pF4jfzAs,2,Kozen,7,Swift Rock,,Physicx,,Dyzee,,Moy,,Wicket,,Renegade,,Ronnie Ruen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Issei,Roxrite,Roxrite,Issei,Silverback Open Championships,Philadelphia,United States,,,,32,3,8,youtube.com/watch?v=Q9ZsEepGIGU,2,Kozen,7,Swift Rock,,Physicx,,Dyzee,,Moy,,Wicket,,Renegade,,Ronnie Ruen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Nino,Remind,Remind,El Nino,Silverback Open Championships,Philadelphia,United States,,,,32,3,8,youtube.com/watch?v=E61YXqznwQ0,2 + tiebreaker,Kozen,7,Swift Rock,,Physicx,,Dyzee,,Moy,,Wicket,,Renegade,,Ronnie Ruen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thesis,Gravity,Thesis,Thesis,Silverback Open Championships,Philadelphia,United States,,,,32,3,8,youtube.com/watch?v=EuinSHtfexk,2 + tiebreaker,Kozen,7,Swift Rock,,Physicx,,Dyzee,,Moy,,Wicket,,Renegade,,Ronnie Ruen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robin,Alkolil,Alkolil,Robin,Silverback Open Championships,Philadelphia,United States,,,,32,3,8,youtube.com/watch?v=Fm7PkD3vtjU,2,Kozen,7,Swift Rock,,Physicx,,Dyzee,,Moy,,Wicket,,Renegade,,Ronnie Ruen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Issei,Cheerito,Cheerito,Issei,Silverback Open Championships,Philadelphia,United States,,,,32,2,16,youtube.com/watch?v=XB1_W5Bxgmw,1,Kozen,7,Swift Rock,,Physicx,,Dyzee,,Moy,,Wicket,,Renegade,,Ronnie Ruen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roxrite,Focus,Focus,Roxrite,Silverback Open Championships,Philadelphia,United States,,,,32,2,16,youtube.com/watch?v=yz4I_IT2aJ8,1,Kozen,7,Swift Rock,,Physicx,,Dyzee,,Moy,,Wicket,,Renegade,,Ronnie Ruen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lil G,Remind,Lil G,Remind,Silverback Open Championships,Philadelphia,United States,,,,32,2,16,youtube.com/watch?v=mzPXeYEUzqk,1,Kozen,7,Swift Rock,,Physicx,,Dyzee,,Moy,,Wicket,,Renegade,,Ronnie Ruen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taisuke,El Nino,El Nino,El Nino,Silverback Open Championships,Philadelphia,United States,,,,32,2,16,youtube.com/watch?v=AQAGo6JscMY,1,Kozen,7,Swift Rock,,Physicx,,Dyzee,,Moy,,Wicket,,Renegade,,Ronnie Ruen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gravity,Sunni,Gravity,Gravity,Silverback Open Championships,Philadelphia,United States,,,,32,2,16,youtube.com/watch?v=r9zrj8oWiss,1,Kozen,7,Swift Rock,,Physicx,,Dyzee,,Moy,,Wicket,,Renegade,,Ronnie Ruen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thesis,Victor,Thesis,Thesis,Silverback Open Championships,Philadelphia,United States,,,,32,2,16,youtube.com/watch?v=82rk4sQYABY,1,Kozen,7,Swift Rock,,Physicx,,Dyzee,,Moy,,Wicket,,Renegade,,Ronnie Ruen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alkolil,Wing,Alkolil,Alkolil,Silverback Open Championships,Philadelphia,United States,,,,32,2,16,youtube.com/watch?v=1FI0btkIdW0,1,Kozen,7,Swift Rock,,Physicx,,Dyzee,,Moy,,Wicket,,Renegade,,Ronnie Ruen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kid Colombia,Robin,Robin,Robin,Silverback Open Championships,Philadelphia,United States,,,,32,2,16,youtube.com/watch?v=GLP1TDQhARE,1,Kozen,7,Swift Rock,,Physicx,,Dyzee,,Moy,,Wicket,,Renegade,,Ronnie Ruen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Issei,Pocket,Pocket,Issei,Silverback Open Championships,Philadelphia,United States,2016,10,8,32,1,32,youtube.com/watch?v=uSRYpDuAIno,1,Kozen,7,Swift Rock,,Physicx,,Dyzee,,Moy,,Wicket,,Renegade,,Ronnie Ruen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thriller,Cheerito,Cheerito,Cheerito,Silverback Open Championships,Philadelphia,United States,,,,32,1,32,youtube.com/watch?v=Lap6YMcR4SQ,1,Kozen,7,Swift Rock,,Physicx,,Dyzee,,Moy,,Wicket,,Renegade,,Ronnie Ruen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roxrite,Dol,Roxrite,Roxrite,Silverback Open Championships,Philadelphia,United States,,,,32,1,32,youtube.com/watch?v=zvwcCwVoy_M,1,Kozen,7,Swift Rock,,Physicx,,Dyzee,,Moy,,Wicket,,Renegade,,Ronnie Ruen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skim,Focus,Focus,Focus,Silverback Open Championships,Philadelphia,United States,,,,32,1,32,youtube.com/watch?v=YTRXgN9bdjk,1,Kozen,7,Swift Rock,,Physicx,,Dyzee,,Moy,,Wicket,,Renegade,,Ronnie Ruen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lil Zoo,Taisuke,Lil Zoo,Taisuke,Silverback Open Championships,Philadelphia,United States,,,,32,1,32,youtube.com/watch?v=ypn4Fo91ibY,1,Kozen,7,Swift Rock,,Physicx,,Dyzee,,Moy,,Wicket,,Renegade,,Ronnie Ruen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terra,El Nino,El Nino,El Nino,Silverback Open Championships,Philadelphia,United States,,,,32,1,32,youtube.com/watch?v=tfT8K8s0X8g,1,Kozen,7,Swift Rock,,Physicx,,Dyzee,,Moy,,Wicket,,Renegade,,Ronnie Ruen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tricky,Lil G,Lil G,Lil G,Silverback Open Championships,Philadelphia,United States,,,,32,1,32,youtube.com/watch?v=QKRlj9fpRzk,1 + tiebreaker,Kozen,7,Swift Rock,,Physicx,,Dyzee,,Moy,,Wicket,,Renegade,,Ronnie Ruen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN Joe,Remind,Remind,Remind,Silverback Open Championships,Philadelphia,United States,,,,32,1,32,youtube.com/watch?v=4TItcRS-WYk,1,Kozen,7,Swift Rock,,Physicx,,Dyzee,,Moy,,Wicket,,Renegade,,Ronnie Ruen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niek,Thesis,Niek,Thesis,Silverback Open Championships,Philadelphia,United States,,,,32,1,32,youtube.com/watch?v=GMYqjV4WCiw,1,Kozen,7,Swift Rock,,Physicx,,Dyzee,,Moy,,Wicket,,Renegade,,Ronnie Ruen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor,Benstacks,Benstacks,Victor,Silverback Open Championships,Philadelphia,United States,,,,32,1,32,youtube.com/watch?v=tjPLiApTnxw,1 + tiebreaker,Kozen,7,Swift Rock,,Physicx,,Dyzee,,Moy,,Wicket,,Renegade,,Ronnie Ruen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong 10,Gravity,Hong 10,Gravity,Silverback Open Championships,Philadelphia,United States,,,,32,1,32,youtube.com/watch?v=T7uItIzrsVs,1,Kozen,7,Swift Rock,,Physicx,,Dyzee,,Moy,,Wicket,,Renegade,,Ronnie Ruen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunni,Aslan,Aslan,Sunni,Silverback Open Championships,Philadelphia,United States,,,,32,1,32,youtube.com/watch?v=OU-YRHn7OgI,1,Kozen,7,Swift Rock,,Physicx,,Dyzee,,Moy,,Wicket,,Renegade,,Ronnie Ruen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kid Colombia,Kleju,Kid Colombia,Kid Colombia,Silverback Open Championships,Philadelphia,United States,,,,32,1,32,youtube.com/watch?v=K9iN6Vz-pXY,1,Kozen,7,Swift Rock,,Physicx,,Dyzee,,Moy,,Wicket,,Renegade,,Ronnie Ruen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kareem,Robin,Robin,Robin,Silverback Open Championships,Philadelphia,United States,,,,32,1,32,youtube.com/watch?v=AwJwDazfbMw,1,Kozen,7,Swift Rock,,Physicx,,Dyzee,,Moy,,Wicket,,Renegade,,Ronnie Ruen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morris,Alkolil,Alkolil,Alkolil,Silverback Open Championships,Philadelphia,United States,,,,32,1,32,youtube.com/watch?v=fGBBfQl77m4,1,Kozen,7,Swift Rock,,Physicx,,Dyzee,,Moy,,Wicket,,Renegade,,Ronnie Ruen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wing,Lussy Sky,Lussy Sky,Wing,Silverback Open Championships,Philadelphia,United States,,,,32,1,32,youtube.com/watch?v=v1F8kPNeWeI,1,Kozen,7,Swift Rock,,Physicx,,Dyzee,,Moy,,Wicket,,Renegade,,Ronnie Ruen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor,Bruce Almighty,Bruce Almighty,Victor,Red Bull BC One World Finals,Rome,Italy,2015,11,14,16,4,2,youtube.com/watch?v=frLZOat3qKY,5,Traditional,5,Focus,Victor,Wing,Victor,Cico,Bruce Almighty,Lamine,Victor,Poe One,Bruce Almighty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor,Lil Zoo,Lil Zoo,Victor,Red Bull BC One World Finals,Rome,Italy,2015,11,14,16,3,4,youtube.com/watch?v=BM8nlgrfn0U,3,Traditional,5,Focus,Victor,Wing,Victor,Cico,Lil Zoo,Lamine,Victor,Poe One,Victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruce Almighty,Pocket,Bruce Almighty,Bruce Almighty,Red Bull BC One World Finals,Rome,Italy,2015,11,14,16,3,4,youtube.com/watch?v=ICKY77kY078,3,Traditional,5,Focus,Bruce Almighty,Wing,Bruce Almighty,Cico,Bruce Almighty,Lamine,Bruce Almighty,Poe One,Bruce Almighty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Issei,Victor,Issei,Victor,Red Bull BC One World Finals,Rome,Italy,2015,11,14,16,2,8,youtube.com/watch?v=l4mMXNK-xxw,3,Traditional,5,Focus,Victor,Wing,Issei,Cico,Victor,Lamine,Victor,Poe One,Victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Nino,Lil Zoo,Lil Zoo,Lil Zoo,Red Bull BC One World Finals,Rome,Italy,2015,11,14,16,2,8,youtube.com/watch?v=fc3lKYNVuuM,3,Traditional,5,Focus,Lil Zoo,Wing,Lil Zoo,Cico,Lil Zoo,Lamine,Lil Zoo,Poe One,Lil Zoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alkolil,Bruce Almighty,Alkolil,Bruce Almighty,Red Bull BC One World Finals,Rome,Italy,2015,11,14,16,2,8,youtube.com/watch?v=QH9tM5jl-7k,3,Traditional,5,Focus,Bruce Almighty,Wing,Bruce Almighty,Cico,Bruce Almighty,Lamine,Bruce Almighty,Poe One,Bruce Almighty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pocket,Menno,Menno,Pocket,Red Bull BC One World Finals,Rome,Italy,2015,11,14,16,2,8,youtube.com/watch?v=pUM4aXtUkgk,3,Traditional,5,Focus,Menno,Wing,Pocket,Cico,Pocket,Lamine,Pocket,Poe One,Pocket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nasso,Issei,Issei,Issei,Red Bull BC One World Finals,Rome,Italy,2015,11,14,16,1,16,youtube.com/watch?v=hUTnCX3GP0Q,3,Traditional,5,Focus,Issei,Wing,Issei,Cico,Issei,Lamine,Tie,Poe One,Nasso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ratin,Victor,Victor,Victor,Red Bull BC One World Finals,Rome,Italy,2015,11,14,16,1,16,youtube.com/watch?v=N_hMkzPfTWs,3,Traditional,5,Focus,Victor,Wing,Victor,Cico,Victor,Lamine,Victor,Poe One,Victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killa Kolya,El Nino,Killa Kolya,El Nino,Red Bull BC One World Finals,Rome,Italy,2015,11,14,16,1,16,youtube.com/watch?v=OV68zRP0kAg,3,Traditional,5,Focus,El Nino,Wing,El Nino,Cico,El Nino,Lamine,Killa Kolya,Poe One,Killa Kolya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lil Zoo,Leon,Lil Zoo,Lil Zoo,Red Bull BC One World Finals,Rome,Italy,2015,11,14,16,1,16,youtube.com/watch?v=l_UtkzLf_LM,3,Traditional,5,Focus,Lil Zoo,Wing,Leon,Cico,Leon,Lamine,Lil Zoo,Poe One,Lil Zoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomaz,Alkolil,Thomaz,Alkolil,Red Bull BC One World Finals,Rome,Italy,2015,11,14,16,1,16,youtube.com/watch?v=vh9fuCCSnqw,3,Traditional,5,Focus,Thomaz,Wing,Alkolil,Cico,Alkolil,Lamine,Alkolil,Poe One,Alkolil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruce Almighty,Sunni,Bruce Almighty,Bruce Almighty,Red Bull BC One World Finals,Rome,Italy,2015,11,14,16,1,16,youtube.com/watch?v=ha2R_5TXjRk,3 + tiebreaker,Traditional,5,Focus,Bruce Almighty,Wing,Tie,Cico,Bruce Almighty,Lamine,Sunni,Poe One,Sunni,,,,,Bruce Almighty,Bruce Almighty,Bruce Almighty,Sunni,Bruce Almighty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazuki Rock,Pocket,Kazuki Rock,Pocket,Red Bull BC One World Finals,Rome,Italy,2015,11,14,16,1,16,youtube.com/watch?v=YzmMXYOmHyk,3,Traditional,5,Focus,Kazuki Rock,Wing,Pocket,Cico,Kazuki Rock,Lamine,Pocket,Poe One,Pocket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kareem,Menno,Kareem,Menno,Red Bull BC One World Finals,Rome,Italy,2015,11,14,16,1,16,youtube.com/watch?v=k7C3kABR6yo,3,Traditional,5,Focus,Menno,Wing,Menno,Cico,Kareem,Lamine,Menno,Poe One,Menno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alkolil,Menno,Alkolil,Menno,Battle of the Year,,Germany,2015,10,24?,16,4,2,youtube.com/watch?v=fEBGVHoAkbw / youtube.com/watch?v=L6Wpo_kOss0,5,Kozen,5,Kareem,,Katsu,,Storm,,Kujo,,Aslan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
